8E-03 28   0.5   0.466584   0.033416       9.918      20.0       2.0       1.0
8E-03 29   0.7   0.291574   0.008426       0.501       1.0       2.0       1.0
8E-03 30   0.7   0.290522   0.009478       0.898       1.8       2.0       1.0
8E-03 31   0.7   0.290259   0.009741       0.997       2.0       2.0       1.0
8E-03 32   0.7   0.289996   0.010004       1.096       2.2       2.0       1.0
8E-03 33   0.7   0.286313   0.013687       2.484       5.0       2.0       1.0
8E-03 34   0.7   0.279737   0.020263       4.962      10.0       2.0       1.0
8E-03 35   0.7   0.266584   0.033416       9.918      20.0       2.0       1.0
8E-03 36   0.8   0.191574   0.008426       0.501       1.0       2.0       1.0
8E-03 37   0.8   0.190522   0.009478       0.898       1.8       2.0       1.0
8E-03 38   0.8   0.190259   0.009741       0.997       2.0       2.0       1.0
8E-03 39   0.8   0.189996   0.010004       1.096       2.2       2.0       1.0
8E-03 40   0.8   0.186313   0.013687       2.484       5.0       2.0       1.0
8E-03 41   0.8   0.179737   0.020263       4.962      10.0       2.0       1.0
8E-03 42   0.8   0.166584   0.033416       9.918      20.0       2.0       1.0
8E-03 43   0.5   0.490722   0.009278       0.501       1.0       4.0       1.0
8E-03 44   0.5   0.489670   0.010330       0.898       1.8       4.0       1.0
8E-03 45   0.5   0.489407   0.010593       0.997       2.0       4.0       1.0
8E-03 46   0.5   0.489144   0.010856       1.096       2.2       4.0       1.0
8E-03 47   0.5   0.485461   0.014539       2.484       5.0       4.0       1.0
8E-03 48   0.5   0.478885   0.021115       4.962      10.0       4.0       1.0
8E-03 49   0.5   0.465732   0.034268       9.918      20.0       4.0       1.0
8E-03 50   0.7   0.290722   0.009278       0.501       1.0       4.0       1.0
8E-03 51   0.7   0.289670   0.010330       0.898       1.8       4.0       1.0
8E-03 52   0.7   0.289407   0.010593       0.997       2.0       4.0       1.0
8E-03 53   0.7   0.289144   0.010856       1.096       2.2       4.0       1.0
8E-03 54   0.7   0.285461   0.014539       2.484       5.0       4.0       1.0
8E-03 55   0.7   0.278885   0.021115       4.962      10.0       4.0       1.0
